Timestamp,speed_over_ground,Longitude,Latitude,engine_fuel_rate
2023-01-30 23:00:56,7.41,-65.038399,40.01626,36.69
2023-01-30 23:00:57,8.15,-63.543413,40.149252,41.05
2023-01-30 23:00:58,7.5,,40.282241,37.07
2023-01-30 23:00:59,8.49,-60.553445,40.415223,42.94
2023-01-30 23:01:00,8.35,-59.058464,40.548214,42.02
2023-01-30 23:01:01,7.85,-57.563488,40.681203,38.95
2023-01-30 23:01:02,7.73,-56.068502,40.814182,38.16
2023-01-30 23:01:03,8.61,-54.573515,40.947173,43.37
2023-01-30 23:01:04,8.58,-53.078532,41.080157,43.11
2023-01-30 23:01:05,8.68,-51.583554,41.213149,43.63
2023-01-30 23:01:06,8.8,-50.08857,41.346134,44.27
2023-01-30 23:01:07,8.17,-48.593591,41.479121,40.42
2023-01-30 23:01:08,8.53,-47.0986,41.61211,42.51
2023-01-30 23:01:09,8.37,-45.603625,41.745093,41.47
2023-01-30 23:01:10,9.19,-44.108636,41.878085,46.31
2023-01-30 23:01:11,9.02,-42.613656,42.011068,45.22
2023-01-30 23:01:12,8.81,-41.118674,42.144051,43.88
2023-01-30 23:01:13,8.62,-39.623692,42.277044,42.66
2023-01-30 23:01:14,8.94,-38.128712,42.410032,
2023-01-30 23:01:15,9.03,-36.63373,42.543014,44.98
2023-01-30 23:01:16,9.51,-35.138747,42.676006,47.78
2023-01-30 23:01:17,,-33.643764,42.808994,47.59
2023-01-30 23:01:18,9.81,-32.148776,42.941974,49.44
2023-01-30 23:01:19,9.48,-30.653797,43.074968,47.37
2023-01-30 23:01:20,9.2,,43.207947,45.62
2023-01-30 23:01:21,9.87,-27.663826,43.340934,49.56
2023-01-30 23:01:22,9.99,-26.168844,43.473921,50.21
2023-01-30 23:01:23,9.87,-24.673861,43.606915,49.41
2023-01-30 23:01:24,10.15,-23.178878,43.7399,51.02
2023-01-30 23:01:25,9.95,-21.683903,43.872882,49.74
2023-01-30 23:01:26,10.05,-20.188918,44.005872,50.27
2023-01-30 23:01:27,10.03,-18.693932,44.13886,50.08
2023-01-30 23:01:28,9.71,-17.19895,44.271842,48.08
2023-01-30 23:01:29,9.86,-15.703973,44.404837,48.91
2023-01-30 23:01:30,9.86,-14.208983,44.537823,48.83
2023-01-30 23:01:31,10.54,,44.670807,52.84
2023-01-30 23:01:32,10.3,-11.219024,44.803799,51.31
2023-01-30 23:01:33,10.56,-9.724038,44.93678,52.81
2023-01-30 23:01:34,11.04,-8.229055,45.069773,
2023-01-30 23:01:35,10.46,-6.734072,45.202756,52.05
2023-01-30 23:01:36,,-5.239095,45.335743,53.36
2023-01-30 23:01:37,11.11,-3.744104,45.468725,55.81
2023-01-30 23:01:38,10.66,-2.249127,45.601719,53.03
2023-01-30 23:01:39,10.58,-0.754146,45.734702,52.48
2023-01-30 23:01:40,10.87,0.740844,45.867686,54.14
2023-01-30 23:01:41,10.82,2.235827,46.000672,53.76
2023-01-30 23:01:42,11.66,3.730809,46.133664,58.73
2023-01-30 23:01:43,11.62,5.225791,46.266651,58.41
2023-01-30 23:01:44,11.52,6.720772,46.399639,57.73
2023-01-30 23:01:45,11.83,8.215754,46.532628,59.52
2023-01-30 23:01:46,11.84,9.710732,46.665607,59.5
2023-01-30 23:01:47,11.3,11.205718,46.7986,56.19
2023-01-30 23:01:48,12.08,12.7007,46.931582,60.79
2023-01-30 23:01:49,11.8,14.195682,47.064576,59.04
2023-01-30 23:01:50,12.14,15.690669,47.197562,61.01
2023-01-30 23:01:51,12.31,17.18565,47.330546,61.95
2023-01-30 23:01:52,11.8,18.680628,47.463535,58.82
2023-01-30 23:01:53,11.67,20.175612,47.596518,57.96
2023-01-30 23:01:54,11.86,21.670599,47.729506,59.03
2023-01-30 23:01:55,12.14,,47.862497,60.63
2023-01-30 23:01:56,12.6,24.660566,47.99548,63.32
2023-01-30 23:01:57,12.72,26.155546,48.128466,63.96
2023-01-30 23:01:58,11.94,27.650528,48.261454,59.21
2023-01-30 23:01:59,12.52,29.145512,48.394445,62.61
2023-01-30 23:02:00,12.5,30.640497,48.527427,62.42
2023-01-30 23:02:01,12.38,32.135475,48.660412,61.62
2023-01-30 23:02:02,12.36,33.630461,48.793404,61.42
2023-01-30 23:02:03,12.65,35.125442,48.926393,63.09
2023-01-30 23:02:04,13.33,36.620422,49.059372,67.09
2023-01-30 23:02:06,13.06,39.610393,49.325347,65.32
2023-01-30 23:02:07,13.32,41.105374,49.458336,66.8
2023-01-30 23:02:08,13.05,42.600359,49.591324,65.11
2023-01-30 23:02:09,13.74,44.095341,49.724313,69.17
2023-01-30 23:02:10,98.2,45.590322,49.857299,69.46
2023-01-30 23:02:11,13.17,47.085306,49.990286,65.6
2023-01-30 23:02:12,13.49,48.580288,50.12327,67.45
2023-01-30 23:02:13,13.37,50.07527,50.256262,66.65
2023-01-30 23:02:14,13.43,51.570252,50.389245,66.93
2023-01-30 23:02:15,13.25,53.065236,50.522237,65.79
2023-01-30 23:02:16,13.9,54.560213,50.655221,69.61
2023-01-30 23:02:17,13.87,56.055203,50.788203,69.35
2023-01-30 23:02:18,13.49,,50.921195,67.0
2023-01-30 23:02:19,,59.04516,51.054179,68.78
2023-01-30 23:02:20,14.5,60.54015,51.187169,72.91
2023-01-30 23:02:21,13.91,62.035126,51.32015,69.29
2023-01-30 23:02:22,13.89,63.530111,51.453138,69.09
2023-01-30 23:02:23,14.31,65.025098,51.586132,71.54
2023-01-30 23:02:24,14.88,66.520074,51.719113,74.89
2023-01-30 23:02:25,14.21,68.015064,51.852106,70.79
2023-01-30 23:02:26,14.72,69.510047,51.985087,73.77
2023-01-30 23:02:27,14.88,71.005026,52.118078,74.66
2023-01-30 23:02:28,14.43,72.500004,52.251065,71.89
2023-01-30 23:02:29,15.0,73.994989,52.38405,75.23
2023-01-30 23:02:30,14.71,75.489975,52.517035,73.42
2023-01-30 23:02:31,15.05,76.984961,52.650021,75.38
2023-01-30 23:02:32,,78.479941,52.783006,75.78
2023-01-30 23:02:33,15.11,79.974919,52.915996,75.59
2023-01-30 23:02:34,14.74,81.469906,53.048986,73.29
2023-01-30 23:02:35,15.56,82.964888,53.181976,78.14
2023-01-30 23:02:36,15.12,84.459873,53.314962,75.42
2023-01-30 23:02:37,15.06,85.954849,53.447948,74.99
2023-01-30 23:02:38,14.99,87.449838,53.580935,74.49
2023-01-30 23:02:40,15.77,90.439805,53.846904,79.03
2023-01-30 23:02:41,15.19,91.934782,53.979897,75.47
2023-01-30 23:02:42,15.76,93.429767,54.112882,78.81
2023-01-30 23:02:43,15.55,94.924753,54.245868,
2023-01-30 23:02:44,16.04,96.419727,54.37885,80.35
2023-01-30 23:02:45,15.65,97.914718,54.511841,77.92
2023-01-30 23:02:46,16.24,99.409699,54.644828,81.39
2023-01-30 23:02:47,16.01,100.904675,54.777819,79.94
2023-01-30 23:02:48,16.63,102.39966,,83.59
2023-01-30 23:02:49,15.91,103.894647,55.043788,79.19
2023-01-30 23:02:50,16.19,,55.176781,80.79
2023-01-30 23:02:51,16.04,106.884611,55.309759,79.81
2023-01-30 23:02:52,16.92,108.379591,55.442749,85.02
2023-01-30 23:02:53,16.95,109.874577,55.575732,85.13
2023-01-30 23:02:54,16.41,111.369553,55.708726,81.81
2023-01-30 23:02:55,16.88,112.864544,55.841715,84.56
2023-01-30 23:02:56,17.12,114.359528,55.974695,85.92
2023-01-30 23:02:57,16.93,115.854511,56.107688,84.71
2023-01-30 23:02:58,16.98,117.349491,56.240669,84.93
2023-01-30 23:03:00,16.69,120.339457,56.506648,83.04
2023-01-30 23:03:01,17.57,121.834432,,88.25
2023-01-30 23:03:02,17.65,123.329415,56.772615,88.65
2023-01-30 23:03:03,17.46,124.8244,56.905611,87.43
2023-01-30 23:03:04,17.24,126.319385,57.038596,86.04
2023-01-30 23:03:05,17.33,127.81437,57.171578,86.5
2023-01-30 23:03:06,17.78,129.309352,57.30457,89.13
2023-01-30 23:03:07,18.02,130.804332,57.437552,90.5
2023-01-30 23:03:08,18.09,132.299313,57.570545,90.84
2023-01-30 23:03:10,17.99,135.28928,57.836517,90.09
2023-01-30 23:03:11,17.51,136.784263,57.969502,87.13
2023-01-30 23:03:12,17.67,138.279243,58.102485,88.01
2023-01-30 23:03:13,18.48,139.774232,58.235473,92.8
2023-01-30 23:03:14,18.26,141.269213,58.368458,91.41
2023-01-30 23:03:15,17.74,142.764191,58.501449,88.21
2023-01-30 23:03:16,17.91,144.259173,58.634435,89.15
2023-01-30 23:03:17,18.54,145.754161,58.767425,92.86
2023-01-30 23:03:18,17.96,147.249144,58.900409,89.31
2023-01-30 23:03:19,18.19,148.744123,59.033395,90.61
2023-01-30 23:03:20,7.0,147.616329,58.422733,35.05
2023-01-30 23:03:21,7.18,146.453476,57.809934,36.09
2023-01-30 23:03:22,7.18,145.255589,57.195025,36.05
2023-01-30 23:03:23,6.8,144.02266,56.577983,33.72
2023-01-30 23:03:24,7.33,142.754677,55.958815,36.86
2023-01-30 23:03:25,6.89,141.451657,55.337522,34.19
2023-01-30 23:03:26,7.02,140.113588,54.714109,34.93
2023-01-30 23:03:27,7.49,138.740476,54.088561,37.7
2023-01-30 23:03:28,7.43,137.332328,53.460894,37.3
2023-01-30 23:03:29,7.67,135.889122,52.831105,38.7
2023-01-30 23:03:30,7.52,134.410883,,37.76
2023-01-30 23:03:31,7.47,132.897588,51.565147,
2023-01-30 23:03:32,7.04,131.349255,50.928987,34.79
2023-01-30 23:03:33,7.36,129.765877,50.290701,36.67
2023-01-30 23:03:34,7.29,128.147462,49.650285,36.22
2023-01-30 23:03:35,7.32,126.493993,49.007742,36.34
2023-01-30 23:03:36,8.09,124.805488,48.363072,40.92
2023-01-30 23:03:37,7.55,123.08193,47.716291,37.64
2023-01-30 23:03:38,8.09,121.323337,47.067374,40.84
2023-01-30 23:03:39,7.87,119.529686,46.41633,39.48
2023-01-30 23:03:40,8.07,117.701006,45.763166,40.64
2023-01-30 23:03:41,7.82,115.837273,45.107885,
2023-01-30 23:03:42,7.94,113.938498,44.450469,39.78
2023-01-30 23:03:43,7.89,,43.790933,39.44
2023-01-30 23:03:44,7.64,110.035813,43.12927,37.9
2023-01-30 23:03:45,8.21,108.031903,42.465479,41.27
2023-01-30 23:03:46,7.81,105.992945,41.799565,38.83
2023-01-30 23:03:47,7.59,103.918947,41.131527,37.47
2023-01-30 23:03:48,8.25,101.809914,40.461363,41.4
2023-01-30 23:03:49,7.83,99.665825,39.789077,38.83
2023-01-30 23:03:50,8.63,97.486696,39.114668,
2023-01-30 23:03:51,8.69,95.272518,38.438129,43.9
2023-01-30 23:03:52,8.69,93.023296,37.75947,43.86
2023-01-30 23:03:54,7.87,88.41973,36.395769,38.87
2023-01-30 23:03:55,8.83,86.065376,35.710732,44.58
2023-01-30 23:03:56,8.37,83.675977,35.023571,41.78
2023-01-30 23:03:57,8.95,81.25154,34.334286,45.22
2023-01-30 23:03:58,8.99,78.792051,33.64287,45.41
2023-01-30 23:03:59,8.92,76.297527,32.949337,44.95
2023-01-30 23:04:00,8.4,76.390733,32.997327,41.79
2023-01-30 23:04:01,8.53,76.483948,33.045323,42.54
2023-01-30 23:04:02,9.04,76.577154,33.093318,45.55
2023-01-30 23:04:03,8.55,76.670365,33.141313,42.57
2023-01-30 23:04:04,30.86,76.76357,33.189309,41.87
2023-01-30 23:04:05,8.87,76.856781,33.237299,44.41
2023-01-30 23:04:06,9.29,76.949994,33.285295,46.89
2023-01-30 23:04:07,9.09,77.043205,33.333286,45.65
2023-01-30 23:04:08,9.01,77.136416,33.381281,45.12
2023-01-30 23:04:09,8.58,77.229623,33.429269,42.5
2023-01-30 23:04:10,9.14,77.322836,33.477264,45.82
2023-01-30 23:04:11,9.55,77.416048,33.525259,48.24
2023-01-30 23:04:12,8.74,77.509257,33.573253,43.34
2023-01-30 23:04:13,9.16,77.60246,33.621243,45.82
2023-01-30 23:04:14,9.56,77.695674,33.669237,48.18
2023-01-30 23:04:15,9.47,77.78888,33.717232,47.59
2023-01-30 23:04:16,9.47,77.882091,33.765233,47.55
2023-01-30 23:04:17,9.51,77.975309,33.81322,47.75
2023-01-30 23:04:18,9.21,78.06851,33.861215,45.91
2023-01-30 23:04:19,9.19,78.161723,33.909206,45.74
2023-01-30 23:04:20,9.74,78.254935,33.957203,49.01
2023-01-30 23:04:21,9.79,78.348145,34.005194,49.26
2023-01-30 23:04:22,9.88,78.441354,34.053187,49.77
2023-01-30 23:04:23,9.97,78.534558,34.101183,50.26
2023-01-30 23:04:24,9.61,78.627771,34.149172,48.06
2023-01-30 23:04:25,9.64,78.720983,34.197165,48.2
2023-01-30 23:04:26,9.98,78.814189,34.245161,50.2
2023-01-30 23:04:27,9.87,78.907401,34.293153,49.5
2023-01-30 23:04:28,9.97,79.000608,34.341147,50.05
2023-01-30 23:04:29,10.1,,34.389143,50.8
2023-01-30 23:04:30,10.24,79.187031,34.437141,51.59
2023-01-30 23:04:31,9.73,79.280238,34.485132,48.49
2023-01-30 23:04:32,9.81,79.373453,34.533125,48.93
2023-01-30 23:04:33,9.57,79.466664,34.581117,47.44
2023-01-30 23:04:34,10.09,79.559875,34.629117,50.53
2023-01-30 23:04:35,9.59,79.653079,34.677105,47.49
2023-01-30 23:04:36,10.06,79.746288,34.725096,50.27
2023-01-30 23:04:37,10.18,79.839497,34.773094,50.94
2023-01-30 23:04:38,9.97,79.932713,34.821083,49.64
2023-01-30 23:04:39,10.31,80.025923,34.869079,51.64
2023-01-30 23:04:40,9.79,80.119126,34.917074,48.48
2023-01-30 23:04:41,9.84,80.212345,34.965071,48.74
2023-01-30 23:04:42,10.67,80.305546,35.013061,53.67
2023-01-30 23:04:43,10.25,80.398761,35.061057,51.11
2023-01-30 23:04:44,10.06,80.491973,35.109053,49.93
2023-01-30 23:04:45,10.49,80.585184,35.157038,52.47
2023-01-30 23:04:46,10.78,80.678392,35.205033,54.17
2023-01-30 23:04:47,10.27,80.771603,35.253028,51.07
2023-01-30 23:04:48,10.72,80.864808,35.301022,53.72
2023-01-30 23:04:49,10.22,80.958023,35.349015,50.69
2023-01-30 23:04:50,10.23,81.051226,,50.7
2023-01-30 23:04:51,10.75,81.144444,35.445006,53.78
2023-01-30 23:04:52,10.8,81.23765,35.492998,54.04
2023-01-30 23:04:53,10.94,81.330863,35.540989,54.84
2023-01-30 23:04:54,11.07,81.424069,35.588988,55.58
2023-01-30 23:04:55,11.36,81.517281,35.636982,57.28
2023-01-30 23:04:56,10.94,81.610489,35.684975,54.72
2023-01-30 23:04:57,,81.703701,35.73296,53.77
2023-01-30 23:04:58,11.3,81.796905,35.78096,56.8
2023-01-30 23:04:59,10.82,81.890114,35.828948,53.87
2023-01-30 23:05:00,11.03,81.983326,35.876943,55.09
2023-01-30 23:05:01,10.71,82.076535,35.924935,53.13
2023-01-30 23:05:02,,82.169752,35.972934,53.03
2023-01-30 23:05:03,11.68,82.262956,36.020928,58.86
2023-01-30 23:05:04,11.59,82.356173,36.068916,58.29
2023-01-30 23:05:05,11.49,82.449376,36.116913,57.65
2023-01-30 23:05:06,11.25,82.542585,36.164907,56.16
2023-01-30 23:05:07,11.05,82.635801,36.2129,
2023-01-30 23:05:08,11.08,82.729009,36.260891,55.06
2023-01-30 23:05:09,11.21,82.822218,36.308887,55.8
2023-01-30 23:05:10,11.55,82.915428,36.356884,57.8
2023-01-30 23:05:11,11.76,83.00864,36.404871,59.01
2023-01-30 23:05:12,11.75,83.101845,36.452865,58.91
2023-01-30 23:05:13,11.41,83.195062,36.500861,56.83
2023-01-30 23:05:14,12.13,83.288272,36.54886,61.1
2023-01-30 23:05:15,11.95,83.381478,36.596851,59.99
2023-01-30 23:05:16,11.81,83.474684,36.644845,59.1
2023-01-30 23:05:17,11.91,83.567899,36.692835,59.66
2023-01-30 23:05:18,11.76,83.661102,36.740831,58.72
2023-01-30 23:05:19,11.63,83.754312,36.788819,57.9
2023-01-30 23:05:20,11.77,83.847524,36.836819,58.71
2023-01-30 23:05:21,12.22,83.940736,36.884815,61.36
2023-01-30 23:05:22,11.52,84.03395,,57.11
2023-01-30 23:05:23,11.66,,36.980802,57.92
2023-01-30 23:05:24,11.63,84.220368,37.028794,57.7
2023-01-30 23:05:25,11.67,84.313575,37.076782,57.89
2023-01-30 23:05:26,12.52,84.406784,37.124783,62.96
2023-01-30 23:05:27,12.41,84.499994,37.172768,62.25
2023-01-30 23:05:28,12.22,84.59321,37.220767,61.07
2023-01-30 23:05:29,11.89,84.686411,37.268756,59.05
2023-01-30 23:05:30,12.32,84.779629,37.316749,61.59
2023-01-30 23:05:31,12.35,84.872836,37.364746,61.72
2023-01-30 23:05:32,12.09,84.966044,37.412739,60.12
2023-01-30 23:05:33,12.39,85.059257,37.460734,61.88
2023-01-30 23:05:34,12.4,85.152465,37.508729,61.9
2023-01-30 23:05:35,12.66,85.245678,37.556717,63.42
2023-01-30 23:05:36,12.72,85.338889,37.604711,
2023-01-30 23:05:37,12.17,85.432094,37.652709,
2023-01-30 23:05:38,12.54,85.525302,37.700701,62.57
2023-01-30 23:05:39,12.83,85.618515,37.748698,64.28
2023-01-30 23:05:40,12.75,85.711728,37.796691,63.75
2023-01-30 23:05:41,13.14,85.804931,37.844686,66.06
2023-01-30 23:05:42,12.99,85.898145,37.892678,65.11
2023-01-30 23:05:43,12.53,85.991355,37.940669,62.31
2023-01-30 23:05:44,12.48,86.084566,37.988665,61.97
2023-01-30 23:05:45,13.1,86.17777,38.036655,65.64
2023-01-30 23:05:46,12.52,86.270986,38.084649,62.13
2023-01-30 23:05:47,13.12,86.364197,38.132647,65.69
2023-01-30 23:05:48,13.52,86.4574,38.180638,
2023-01-30 23:05:49,13.2,86.55061,38.228635,66.08
2023-01-30 23:05:50,13.05,86.643828,38.276628,65.14
2023-01-30 23:05:51,13.35,86.73703,38.324622,66.89
2023-01-30 23:05:52,13.2,86.830246,38.372617,65.96
2023-01-30 23:05:53,13.33,,38.420605,66.7
2023-01-30 23:05:54,13.77,87.01666,38.468598,
2023-01-30 23:05:55,13.25,87.109876,38.516594,66.14
2023-01-30 23:05:56,13.87,87.203082,38.564585,69.81
2023-01-30 23:05:57,13.86,87.296292,38.612581,69.71
2023-01-30 23:05:59,13.1,,38.708569,65.07
2023-01-30 23:06:00,13.18,87.575918,38.75656,65.5
2023-01-30 23:06:01,13.13,87.669131,38.804551,65.17
2023-01-30 23:06:02,13.25,87.762346,38.852548,65.84
2023-01-30 23:06:03,13.88,,38.900538,69.58
2023-01-30 23:06:04,,87.948763,38.948539,66.12
2023-01-30 23:06:05,13.6,88.041969,38.996528,67.82
2023-01-30 23:06:06,14.17,88.135184,39.044519,71.19
2023-01-30 23:06:07,13.39,88.228387,39.092511,66.47
2023-01-30 23:06:08,14.22,88.321606,39.140511,71.41
2023-01-30 23:06:09,13.73,88.41481,39.188505,68.43
2023-01-30 23:06:10,13.61,88.508018,39.236495,67.67
2023-01-30 23:06:11,14.23,88.601226,39.284486,71.35
2023-01-30 23:06:12,14.2,88.694437,39.332483,71.13
2023-01-30 23:06:13,14.49,88.78765,39.380476,72.83
2023-01-30 23:06:14,14.39,88.880859,39.428473,72.19
2023-01-30 23:06:15,14.5,88.974073,39.476466,72.8
2023-01-30 23:06:16,14.02,89.067279,39.524457,69.88
2023-01-30 23:06:17,13.96,89.160487,39.572449,69.48
2023-01-30 23:06:18,14.57,89.253701,39.620451,73.1
2023-01-30 23:06:19,14.67,89.346912,39.668439,73.66
2023-01-30 23:06:20,14.89,89.440116,39.716435,74.94
2023-01-30 23:06:21,14.36,89.533326,39.764423,71.71
2023-01-30 23:06:22,14.36,89.626535,39.81242,71.67
2023-01-30 23:06:23,14.8,89.719751,39.860409,74.28
2023-01-30 23:06:24,14.41,89.812961,39.908407,71.89
2023-01-30 23:06:25,15.04,89.906169,39.956405,75.63
2023-01-30 23:06:26,15.01,89.999382,40.004393,75.41
2023-01-30 23:06:27,14.62,90.092592,40.052383,73.03
2023-01-30 23:06:28,14.99,90.185799,40.100377,75.2
2023-01-30 23:06:29,15.03,90.279012,40.148374,75.4
2023-01-30 23:06:30,14.42,90.372215,40.196365,71.7
2023-01-30 23:06:31,15.26,90.465424,40.244358,76.7
2023-01-30 23:06:32,14.91,90.558636,40.292358,74.56
2023-01-30 23:06:33,15.27,90.651844,40.340349,76.68
2023-01-30 23:06:34,14.8,90.745058,40.388341,73.82
2023-01-30 23:06:35,15.42,90.838272,40.436341,77.5
2023-01-30 23:06:36,14.95,90.931473,40.484326,74.64
2023-01-30 23:06:37,14.62,91.024684,40.532328,72.61
2023-01-30 23:06:38,15.55,91.117897,40.580316,78.16
2023-01-30 23:06:39,14.78,91.211112,40.628315,73.49
2023-01-30 23:06:40,60.23,89.237441,38.901676,6.32
2023-01-30 23:06:41,1.98,87.281783,37.183786,10.35
2023-01-30 23:06:42,2.03,85.344122,35.474639,10.6
2023-01-30 23:06:43,1.7,83.424471,33.774227,8.57
2023-01-30 23:06:44,1.8,81.522832,32.082572,9.13
2023-01-30 23:06:45,1.67,79.639189,30.399649,8.3
2023-01-30 23:06:46,1.56,77.77354,28.725474,7.59
2023-01-30 23:06:47,1.64,75.925915,27.060043,8.03
2023-01-30 23:06:48,2.03,74.096282,25.403357,10.32
2023-01-30 23:06:50,2.25,70.491032,22.116213,11.54
2023-01-30 23:06:51,2.29,68.715415,20.485756,11.74
2023-01-30 23:06:52,1.64,66.957802,18.864045,7.79
2023-01-30 23:06:53,2.1,65.218195,17.251076,10.49
2023-01-30 23:06:54,1.71,63.496585,15.646846,8.11
2023-01-30 23:06:55,2.25,61.792983,14.051361,11.3
2023-01-30 23:06:56,2.19,60.10739,12.464622,10.89
2023-01-30 23:06:57,2.68,58.439802,10.886625,13.79
2023-01-30 23:06:58,2.19,56.790209,9.317372,10.8
2023-01-30 23:06:59,2.0,55.158631,7.756866,9.62
2023-01-30 23:07:00,2.08,53.545055,6.2051,10.04
2023-01-30 23:07:01,2.74,51.949471,,13.96
2023-01-30 23:07:02,2.65,50.371907,,13.37
2023-01-30 23:07:03,2.18,48.812338,1.602267,10.5
2023-01-30 23:07:04,2.21,47.27078,0.085478,10.63
2023-01-30 23:07:05,2.87,45.747216,-1.422573,14.55
2023-01-30 23:07:06,2.29,,-2.921874,11.02
2023-01-30 23:07:07,3.09,42.75412,-4.412433,15.77
2023-01-30 23:07:08,3.02,41.284576,-5.894251,15.31
2023-01-30 23:07:10,2.5,38.399495,-8.831649,12.08
2023-01-30 23:07:11,3.45,36.983964,-10.287237,17.74
2023-01-30 23:07:12,2.88,35.586439,-11.734082,14.27
2023-01-30 23:07:13,2.93,34.206912,-13.172182,14.52
2023-01-30 23:07:14,3.42,32.845388,-14.601537,17.41
2023-01-30 23:07:15,3.6,31.501882,-16.022153,18.45
2023-01-30 23:07:16,3.68,30.176369,-17.43402,18.89
2023-01-30 23:07:17,3.5,28.868862,-18.837148,17.75
2023-01-30 23:07:18,3.17,27.579356,-20.231526,15.73
2023-01-30 23:07:19,2.93,26.307862,-21.617163,14.23
2023-01-30 23:07:20,3.67,27.12124,-21.219431,18.63
2023-01-30 23:07:21,3.5,27.934624,-20.821689,17.56
2023-01-30 23:07:22,3.41,28.747999,-20.423955,16.97
2023-01-30 23:07:23,3.94,29.561386,-20.026222,20.11
2023-01-30 23:07:24,3.19,30.37477,-19.628489,15.56
2023-01-30 23:07:25,3.62,31.188141,-19.230751,18.09
2023-01-30 23:07:26,3.19,32.001531,-18.833024,15.46
2023-01-30 23:07:27,3.69,32.814907,-18.435282,18.42
2023-01-30 23:07:28,3.33,33.628292,-18.037554,16.21
2023-01-30 23:07:29,3.44,34.441672,-17.639812,16.82
2023-01-30 23:07:30,3.48,35.255051,-17.242083,17.02
2023-01-30 23:07:31,4.06,36.068433,-16.844342,20.45
2023-01-30 23:07:32,4.21,36.881816,-16.446607,21.3
2023-01-30 23:07:33,4.09,37.695192,-16.04888,20.53
2023-01-30 23:07:34,4.52,38.508572,-15.651142,23.06
2023-01-30 23:07:35,3.98,39.321956,-15.253402,19.77
2023-01-30 23:07:36,3.94,40.135338,-14.855672,19.49
2023-01-30 23:07:37,4.57,40.948719,-14.457933,23.22
2023-01-30 23:07:38,3.97,41.7621,-14.060201,19.57
2023-01-30 23:07:39,4.76,42.575477,-13.662469,24.26
